task_id,task_type,group_id,rep,a_hotel_id,a_name,a_stars,a_neighborhood,a_review_score,a_review_count,a_room_type,a_cancellation_free,a_breakfast_included,a_amenities,a_price,b_hotel_id,b_name,b_stars,b_neighborhood,b_review_score,b_review_count,b_room_type,b_cancellation_free,b_breakfast_included,b_amenities,b_price,c_hotel_id,c_name,c_stars,c_neighborhood,c_review_score,c_review_count,c_room_type,c_cancellation_free,c_breakfast_included,c_amenities,c_price,d_hotel_id,d_name,d_stars,d_neighborhood,d_review_score,d_review_count,d_room_type,d_cancellation_free,d_breakfast_included,d_amenities,d_price,e_hotel_id,e_name,e_stars,e_neighborhood,e_review_score,e_review_count,e_room_type,e_cancellation_free,e_breakfast_included,e_amenities,e_price
187,fiveopt,187,1,59,The Dominick Hotel,5,SoHo,8.8,1815,Deluxe King with City View (1 king bed),1,0,Free WiFi; Restaurant; Pool; Spa; City views,646,77,Hilton Garden Inn New York/Central Park South,3,Midtown,8.3,2085,Double Room (2 double beds),0,1,Free WiFi; Restaurant; Fitness center; Business center,238,104,Residence Inn New York Manhattan/Midtown East,3,Midtown East,8.2,1431,Studio Suite (1 king bed),1,0,Free WiFi; Breakfast included; Kitchen; Fitness center,235,108,W New York - Times Square,4,Times Square,7.9,3004,Spectacular King (1 king bed),0,1,Free WiFi; Fitness center; Restaurant; Bar,390,166,Z Hotel New York,3,"Long Island City, Queens",8.0,1406,Queen Room (1 queen bed),1,0,Free WiFi; Rooftop bar,121
188,fiveopt,188,1,28,citizenM New York Times Square,4,Times Square,8.8,3185,citizenM King Room (1 king bed),0,0,Free WiFi; Soundproof rooms; Rain shower; Smart TV,257,50,Ace Hotel Brooklyn,4,"Boerum Hill, Brooklyn",8.5,1128,Deluxe King (1 king bed),1,0,Free WiFi; Restaurant; Lobby bar,229,68,Hampton Inn Manhattan-Chelsea,3,Chelsea,8.3,2936,King Room (1 king bed),0,1,Free WiFi; Breakfast included; Fitness center,223,78,Hilton Garden Inn New York/Times Square,3,Times Square,7.8,2432,Double Room (2 double beds),1,1,Free WiFi; Restaurant; Fitness center; Business center,223,150,The Peninsula New York,5,Midtown,9.1,819,Deluxe King (1 king bed),0,1,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,1243
189,fiveopt,189,1,7,voco Times Square South,3,Hell's Kitchen,7.7,1389,Standard Queen (1 queen bed),1,0,Free WiFi; Restaurant; Fitness center,144,38,Casablanca Hotel by Library Hotel Collection,4,Theater District,9.3,1446,Classic Queen (1 queen bed),1,1,Free WiFi; Continental breakfast; 24-hour refreshments,355,55,Ink 48 Hotel,5,Hell's Kitchen,8.0,2773,King Room (1 king bed),0,0,Free WiFi; Rooftop bar; Fitness center; City views,514,60,Crosby Street Hotel,5,SoHo,9.6,1000,Deluxe King (1 king bed),0,0,Free WiFi; Restaurant; Private theater; Gym; Terrace,910,96,Courtyard by Marriott New York Manhattan/SoHo,3,SoHo,8.0,1447,King Room (1 king bed),1,1,Free WiFi; Fitness center; Restaurant,370
190,fiveopt,190,1,41,The Pearl Hotel New York,4,Midtown,9.0,3018,Deluxe Queen (1 queen bed),1,0,Free WiFi; Complimentary breakfast; Wine hour,367,85,Holiday Inn New York City - Wall Street,3,Financial District,7.8,1960,King Room (1 king bed),1,0,Free WiFi; Fitness center,222,88,Crowne Plaza HY36 Midtown Manhattan,4,Midtown,8.4,2127,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant; Bar,203,151,The St. Regis New York,5,Midtown,9.1,1036,Superior King (1 king bed),0,0,Free WiFi; Butler service; Restaurant; Bar; Fitness center,1236,167,Paper Factory Hotel,3,"Long Island City, Queens",8.3,658,King Room (1 king bed),0,0,Free WiFi; Bar; Restaurant,186
191,fiveopt,191,1,38,Casablanca Hotel by Library Hotel Collection,4,Theater District,9.3,1358,Classic Queen (1 queen bed),1,1,Free WiFi; Continental breakfast; 24-hour refreshments,261,57,Sofitel New York,5,Midtown,8.6,2188,Superior King (1 king bed),1,0,Free WiFi; Restaurant; Spa; Fitness center,452,106,AC Hotel New York Times Square,4,Times Square,8.3,2032,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,333,134,Pod Brooklyn,3,"Williamsburg, Brooklyn",8.1,755,Queen Pod (1 queen bed),0,0,Free WiFi; Rooftop bar,96,139,The Standard High Line,4,Meatpacking District,8.5,1837,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant; Bar; Beer garden,315
192,fiveopt,192,1,45,Hotel Scherman,4,Midtown,8.5,580,Premium King (1 king bed),1,1,Free WiFi; Continental breakfast; City views,243,94,EVEN Hotel New York - Times Square South,3,Midtown,8.6,1528,Queen Room (1 queen bed),0,0,Free WiFi; Fitness center; In-room training zone,280,98,Courtyard by Marriott New York Manhattan/Upper East Side,3,Upper East Side,8.3,1198,Double Room (2 double beds),0,1,Free WiFi; Fitness center; Restaurant,293,115,Hyatt Grand Central New York,4,Midtown East,7.8,3488,King Room (1 king bed),1,1,Free WiFi; Fitness center; Restaurant,257,170,Renaissance New York Midtown Hotel,4,Midtown,8.3,2399,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant; Bar,301
193,fiveopt,193,1,26,Hyatt House New York/Chelsea,3,Chelsea,8.3,1680,One-Bedroom Suite (1 king bed),0,1,Free WiFi; Kitchen; Fitness center; Breakfast,302,68,Hampton Inn Manhattan-Chelsea,3,Chelsea,8.2,3035,King Room (1 king bed),1,0,Free WiFi; Breakfast included; Fitness center,198,107,AC Hotel New York Downtown,4,Financial District,8.1,1174,Queen Room (1 queen bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,203,132,The Local NYC,2,"Long Island City, Queens",8.1,981,Bunk Room (2 bunk beds),0,0,Free WiFi; Shared kitchen,88,161,Wythe Hotel,4,"Williamsburg, Brooklyn",8.5,1117,King Room (1 king bed),1,1,Free WiFi; Restaurant; Rooftop bar,330
194,fiveopt,194,1,36,Bryant Park Hotel,4,Midtown,8.2,1749,Deluxe Queen (1 queen bed),1,0,Free WiFi; Fitness center,236,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,7.8,2083,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,138,113,Sheraton Tribeca New York Hotel,4,TriBeCa,8.0,1684,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,216,132,The Local NYC,2,"Long Island City, Queens",8.4,828,Bunk Room (2 bunk beds),0,0,Free WiFi; Shared kitchen,125,140,NoMo SoHo,4,SoHo,8.3,1103,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant; Bar,257
195,fiveopt,195,1,55,Ink 48 Hotel,5,Hell's Kitchen,7.8,2757,King Room (1 king bed),1,0,Free WiFi; Rooftop bar; Fitness center; City views,393,63,Baccarat Hotel and Residences New York,5,Midtown,9.2,732,Classic King (1 king bed),1,0,Free WiFi; Spa; Pool; Restaurant; Bar,985,97,Courtyard by Marriott New York Downtown Manhattan,3,Financial District,8.0,1644,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant,277,137,The Marlton Hotel,4,Greenwich Village,8.4,869,King Room (1 king bed),0,0,Free WiFi; Restaurant; Bar,386,177,Tempo by Hilton New York Times Square,3,Times Square,8.2,545,Double Room (2 double beds),1,1,Free WiFi; Fitness center; Kitchen,188
196,fiveopt,196,1,93,Kimpton Muse Hotel,4,Times Square,8.4,1303,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar; Wine hour,271,123,Thompson Central Park New York,4,Midtown West,8.2,2160,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,555,131,Freehand New York,3,Flatiron,8.1,1971,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant; Bar; Rooftop,172,144,1 Hotel Central Park,5,Midtown,8.5,1256,King Room (1 king bed),0,1,Free WiFi; Restaurant; Spa; Fitness center,425,166,Z Hotel New York,3,"Long Island City, Queens",7.8,1335,Queen Room (1 queen bed),1,0,Free WiFi; Rooftop bar,113
197,fiveopt,197,1,2,Pod 39,3,Murray Hill,8.0,2745,Queen Pod (1 queen bed),1,0,Free WiFi; Rooftop bar; Restaurant,144,42,Virgin Hotels New York City,4,NoMad,8.4,948,Grand Chamber King (1 king bed),0,0,Free WiFi; Restaurant; Rooftop bar; Fitness center,255,67,Equinox Hotel New York,5,Hudson Yards,8.8,859,King Room (1 king bed),1,0,Free WiFi; Rooftop pool; Spa; Fitness center; Restaurant,772,90,InterContinental New York Times Square,5,Times Square,8.5,2846,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,456,166,Z Hotel New York,3,"Long Island City, Queens",7.9,1332,Queen Room (1 queen bed),0,0,Free WiFi; Rooftop bar,185
198,fiveopt,198,1,47,Embassy Suites Manhattan Times Square,4,Times Square,8.5,3863,Double Suite (2 double beds),1,1,Free WiFi; Breakfast included; Evening reception; Restaurant,426,54,The Wall Street Hotel,4,Financial District,8.7,662,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar; Fitness center,297,99,Fairfield Inn & Suites New York Manhattan/Times Square,3,Times Square,7.8,2306,Double Room (2 double beds),1,0,Free WiFi; Breakfast included; Fitness center,170,109,W New York - Union Square,4,Union Square,8.0,1691,Spectacular King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,429,112,Sheraton New York Times Square Hotel,4,Times Square,7.5,5257,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,364
199,fiveopt,199,1,88,Crowne Plaza HY36 Midtown Manhattan,4,Midtown,8.4,2073,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant; Bar,251,106,AC Hotel New York Times Square,4,Times Square,8.2,1919,Queen Room (1 queen bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,222,118,Hyatt Centric Wall Street New York,4,Financial District,8.4,1212,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,183,139,The Standard High Line,4,Meatpacking District,8.4,2048,King Room (1 king bed),0,0,Free WiFi; Restaurant; Bar; Beer garden,477,164,Even Hotel Brooklyn,3,Downtown Brooklyn,8.2,706,King Room (1 king bed),0,0,Free WiFi; Fitness center,159
200,fiveopt,200,1,27,citizenM New York Bowery,4,Lower East Side,8.7,2956,citizenM King Room (1 king bed),0,0,Free WiFi; Rain shower; Rooftop bar; Smart TV,257,30,Courtyard by Marriott Manhattan/Central Park,4,Midtown,8.0,2934,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant,206,45,Hotel Scherman,4,Midtown,8.7,670,Deluxe Room (1 queen bed),0,1,Free WiFi; Continental breakfast; City views,252,63,Baccarat Hotel and Residences New York,5,Midtown,9.0,712,Grand King (1 king bed),1,0,Free WiFi; Spa; Pool; Restaurant; Bar,868,85,Holiday Inn New York City - Wall Street,3,Financial District,7.6,1872,King Room (1 king bed),0,0,Free WiFi; Fitness center,159
201,fiveopt,201,1,62,Four Seasons Hotel New York Downtown,5,TriBeCa,9.1,542,Deluxe King (1 king bed),0,0,Free WiFi; Spa; Pool; Restaurant; Fitness center,961,91,InterContinental New York Barclay,5,Midtown East,8.7,1667,Premium King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,576,103,Residence Inn New York Manhattan/Times Square,3,Times Square,8.3,1849,One-Bedroom Suite (1 king bed),1,1,Free WiFi; Breakfast included; Kitchen; Fitness center,250,113,Sheraton Tribeca New York Hotel,4,TriBeCa,7.9,1443,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,239,168,The Boro Hotel,4,"Long Island City, Queens",8.3,837,Queen Room (1 queen bed),0,0,Free WiFi; Bar; Manhattan views,185
202,fiveopt,202,1,16,Broadway Plaza Hotel,3,Upper West Side,9.3,1781,One-Bedroom Suite (1 king bed),1,0,Free WiFi; Kitchenette,117,55,Ink 48 Hotel,5,Hell's Kitchen,7.9,2431,King Room (1 king bed),1,0,Free WiFi; Rooftop bar; Fitness center; City views,427,83,Holiday Inn New York City - Times Square,3,Times Square,7.5,3688,King Room (1 king bed),1,0,Free WiFi; Fitness center,195,129,Best Western Plus Hospitality House Suites,3,Midtown East,8.0,1297,Studio Suite (1 queen bed),1,0,Free WiFi; Kitchen; Fitness center,157,176,Conrad New York Downtown,5,Financial District,8.7,1819,Deluxe Suite (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,555
203,fiveopt,203,1,38,Casablanca Hotel by Library Hotel Collection,4,Theater District,9.0,1487,Classic Queen (1 queen bed),0,1,Free WiFi; Continental breakfast; 24-hour refreshments,314,43,Arlo NoMad,4,NoMad,8.2,2616,Queen Room (1 queen bed),1,0,Free WiFi; Rooftop bar; Restaurant,157,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,7.9,2170,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,173,112,Sheraton New York Times Square Hotel,4,Times Square,7.5,4869,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,368,148,"The Carlyle, A Rosewood Hotel",5,Upper East Side,8.9,572,Deluxe King (1 king bed),0,1,Free WiFi; Spa; Restaurant; Live jazz; Fitness center,1009
204,fiveopt,204,1,94,EVEN Hotel New York - Times Square South,3,Midtown,8.6,1303,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; In-room training zone,236,108,W New York - Times Square,4,Times Square,7.7,2603,Wonderful King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,228,165,Hotel Le Bleu,3,"Park Slope, Brooklyn",8.1,547,King Room (1 king bed),1,0,Free WiFi; Restaurant,201,166,Z Hotel New York,3,"Long Island City, Queens",8.1,1344,Queen Room (1 queen bed),1,0,Free WiFi; Rooftop bar,181,174,Moxy NYC Chelsea,3,Chelsea,8.1,1534,Queen Room (1 queen bed),0,0,Free WiFi; Rooftop bar; Restaurant,201
205,fiveopt,205,1,14,Margaritaville Resort Times Square,3,Midtown West,7.9,2385,Standard Double (2 double beds),1,0,Free WiFi; Pool; Bar; Restaurant,100,83,Holiday Inn New York City - Times Square,3,Times Square,7.6,4109,King Room (1 king bed),0,1,Free WiFi; Fitness center,159,117,Hyatt Centric Times Square New York,4,Times Square,8.1,2065,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,350,122,Park Hyatt New York,5,Midtown,9.2,852,Park King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,1226,141,The Greenwich Hotel,5,TriBeCa,9.1,487,King Room (1 king bed),0,0,Free WiFi; Restaurant; Spa; Pool; Fitness center,942
206,fiveopt,206,1,21,Courtyard by Marriott Times Square West,3,Midtown West,8.0,2145,King Room (1 king bed),0,0,Free WiFi; Restaurant; Fitness center,180,27,citizenM New York Bowery,4,Lower East Side,8.7,2842,citizenM King Room (1 king bed),1,0,Free WiFi; Rain shower; Rooftop bar; Smart TV,195,47,Embassy Suites Manhattan Times Square,4,Times Square,8.4,3642,King Suite (1 king bed),1,1,Free WiFi; Breakfast included; Evening reception; Restaurant,444,160,The Rockaway Hotel & Spa,4,"Rockaway Beach, Queens",8.4,506,Queen Room (1 queen bed),1,0,Free WiFi; Pool; Spa; Restaurant,325,166,Z Hotel New York,3,"Long Island City, Queens",7.9,1380,Queen Room (1 queen bed),0,0,Free WiFi; Rooftop bar,179
207,fiveopt,207,1,47,Embassy Suites Manhattan Times Square,4,Times Square,8.5,3967,Double Suite (2 double beds),0,1,Free WiFi; Breakfast included; Evening reception; Restaurant,416,50,Ace Hotel Brooklyn,4,"Boerum Hill, Brooklyn",8.3,1167,Deluxe King (1 king bed),1,1,Free WiFi; Restaurant; Lobby bar,168,81,DoubleTree by Hilton NYC Financial District,4,Financial District,8.2,2201,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Fitness center,224,141,The Greenwich Hotel,5,TriBeCa,9.2,531,King Room (1 king bed),0,0,Free WiFi; Restaurant; Spa; Pool; Fitness center,799,159,Smyth Tribeca,4,TriBeCa,8.4,753,King Room (1 king bed),0,0,Free WiFi; Restaurant,341
208,fiveopt,208,1,70,Hampton Inn Manhattan Grand Central,3,Midtown East,8.6,2599,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,214,81,DoubleTree by Hilton NYC Financial District,4,Financial District,8.0,1913,King Room (1 king bed),0,1,Free WiFi; Restaurant; Fitness center,269,99,Fairfield Inn & Suites New York Manhattan/Times Square,3,Times Square,7.6,2131,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,273,116,Hyatt Centric Midtown 5th Avenue New York,4,Midtown,8.5,1842,King Room (1 king bed),1,1,Free WiFi; Fitness center; Restaurant; Bar,266,123,Thompson Central Park New York,4,Midtown West,8.0,2372,Queen Room (1 queen bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,386
209,fiveopt,209,1,16,Broadway Plaza Hotel,3,Upper West Side,9.4,1956,One-Bedroom Suite (1 king bed),1,0,Free WiFi; Kitchenette,104,65,The William Vale,5,"Williamsburg, Brooklyn",8.7,1993,Vale King (1 king bed),0,0,Free WiFi; Rooftop pool; Restaurant; Fitness center,494,102,Fairfield Inn & Suites New York Manhattan/Downtown East,3,Lower East Side,8.1,876,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,213,114,Sheraton Brooklyn New York Hotel,4,Downtown Brooklyn,7.9,1446,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Fitness center; Pool,203,152,Arlo Midtown,3,Times Square,8.2,1950,Queen Room (1 queen bed),1,0,Free WiFi; Rooftop bar; Restaurant,172
210,fiveopt,210,1,8,YOTEL New York Times Square,3,Times Square,7.5,6405,First Cabin (1 king bed),1,0,Free WiFi; Fitness center; Terrace,169,28,citizenM New York Times Square,4,Times Square,8.7,3233,citizenM King Room (1 king bed),1,0,Free WiFi; Soundproof rooms; Rain shower; Smart TV,252,127,Days Inn by Wyndham NYC Midtown 45,2,Midtown,6.3,2257,Queen Room (1 queen bed),0,0,Free WiFi,96,153,The Renwick Hotel,4,Midtown East,8.3,944,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant; Bar,243,160,The Rockaway Hotel & Spa,4,"Rockaway Beach, Queens",8.4,547,Queen Room (1 queen bed),1,0,Free WiFi; Pool; Spa; Restaurant,291
211,fiveopt,211,1,41,The Pearl Hotel New York,4,Midtown,9.0,2609,Deluxe King (1 king bed),0,1,Free WiFi; Complimentary breakfast; Wine hour,276,44,CIVILIAN Hotel,4,Midtown West,8.9,1339,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant; Bar,284,82,DoubleTree by Hilton New York Midtown Fifth Ave,4,Midtown,7.7,1834,King Room (1 king bed),0,0,Free WiFi; Restaurant; Fitness center,323,97,Courtyard by Marriott New York Downtown Manhattan,3,Financial District,8.0,1824,Double Room (2 double beds),0,1,Free WiFi; Fitness center; Restaurant,180,143,1 Hotel Brooklyn Bridge,4,Brooklyn Heights,8.6,1693,Queen Room (1 queen bed),1,0,Free WiFi; Rooftop pool; Restaurant; Spa,535
212,fiveopt,212,1,50,Ace Hotel Brooklyn,4,"Boerum Hill, Brooklyn",8.5,1187,Standard King (1 king bed),0,0,Free WiFi; Restaurant; Lobby bar,210,91,InterContinental New York Barclay,5,Midtown East,8.7,1656,Premium King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,620,100,Fairfield Inn & Suites New York Manhattan/Chelsea,3,Chelsea,8.0,1620,Double Room (2 double beds),0,0,Free WiFi; Breakfast included; Fitness center,141,122,Park Hyatt New York,5,Midtown,9.0,843,Park King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,832,172,New York Marriott Downtown,4,Financial District,7.9,3095,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant,372
213,fiveopt,213,1,10,Moxy NYC Downtown,3,Financial District,8.1,1487,King Room (1 king bed),0,0,Free WiFi; Fitness center; Bar; Restaurant,109,48,Kimpton Theta New York,4,Times Square,8.4,819,Deluxe King (1 king bed),0,0,Free WiFi; Wine hour; Fitness center,218,90,InterContinental New York Times Square,5,Times Square,8.3,2556,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,520,160,The Rockaway Hotel & Spa,4,"Rockaway Beach, Queens",8.2,501,Queen Room (1 queen bed),1,0,Free WiFi; Pool; Spa; Restaurant,278,178,Loews Regency Hotel New York,5,Upper East Side,8.9,1169,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,386
214,fiveopt,214,1,51,Nine Orchard,4,Lower East Side,9.0,786,Deluxe King (1 king bed),0,0,Free WiFi; Restaurant; Spa,356,100,Fairfield Inn & Suites New York Manhattan/Chelsea,3,Chelsea,7.9,1753,King Room (1 king bed),0,0,Free WiFi; Breakfast included; Fitness center,175,160,The Rockaway Hotel & Spa,4,"Rockaway Beach, Queens",8.4,492,Queen Room (1 queen bed),1,0,Free WiFi; Pool; Spa; Restaurant,232,162,McCarren Hotel & Pool,4,"Williamsburg, Brooklyn",7.9,829,Queen Room (1 queen bed),0,0,Free WiFi; Pool; Restaurant,226,178,Loews Regency Hotel New York,5,Upper East Side,8.9,1046,Park Avenue King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,459
215,fiveopt,215,1,16,Broadway Plaza Hotel,3,Upper West Side,9.3,1780,One-Bedroom Suite (1 king bed),1,0,Free WiFi; Kitchenette,179,147,"The Pierre, A Taj Hotel",5,Upper East Side,8.6,1350,Deluxe King (1 king bed),0,1,Free WiFi; Fitness center; Restaurant; Bar; Spa,755,150,The Peninsula New York,5,Midtown,9.1,974,Superior King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,831,167,Paper Factory Hotel,3,"Long Island City, Queens",8.3,560,Queen Room (1 queen bed),1,0,Free WiFi; Bar; Restaurant,125,175,Conrad New York Midtown,5,Midtown,8.5,1714,Deluxe Suite (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,482
216,fiveopt,216,1,25,Hotel Indigo NYC Financial District,3,Financial District,8.0,2150,Standard Queen (1 queen bed),0,0,Free WiFi; Restaurant; Fitness center,211,105,Residence Inn New York Downtown Manhattan,3,Financial District,7.9,1092,One-Bedroom Suite (1 king bed),1,1,Free WiFi; Breakfast included; Kitchen; Fitness center,255,137,The Marlton Hotel,4,Greenwich Village,8.4,971,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar,288,139,The Standard High Line,4,Meatpacking District,8.4,1972,Queen Room (1 queen bed),0,1,Free WiFi; Restaurant; Bar; Beer garden,526,176,Conrad New York Downtown,5,Financial District,8.5,2032,Deluxe Suite (1 king bed),1,1,Free WiFi; Fitness center; Restaurant; Bar; Spa,333
217,fiveopt,217,1,2,Pod 39,3,Murray Hill,8.1,2632,Queen Pod (1 queen bed),0,0,Free WiFi; Rooftop bar; Restaurant,101,53,The Ned NoMad,4,NoMad,8.6,968,Medium Room (1 king bed),1,1,Free WiFi; Restaurant; Rooftop pool; Members club,337,70,Hampton Inn Manhattan Grand Central,3,Midtown East,8.6,2643,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,263,80,DoubleTree by Hilton New York Times Square South,4,Times Square,7.6,2835,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Fitness center,225,168,The Boro Hotel,4,"Long Island City, Queens",8.6,803,King Room (1 king bed),0,0,Free WiFi; Bar; Manhattan views,236
